state,county_id,county,electric vehicle %
AK,2180,Nome,0.11380880121396054
AK,2185,North Slope,0.13146362839614373
AK,2188,Northwest Arctic,0.5905511811023622
AK,2195,Petersburg,0.36351619299405163
AK,2198,Prince of Wales-Hyder,0.4767309875141885
AK,2220,Sitka,0.9748729918989427
AK,2230,Skagway,0.41379310344827586
AK,2240,Southeast Fairbanks,0.5151983513652757
AK,2261,Valdez-Cordova,0.22111663902708678
AK,2275,Wrangell,0.4789272030651341
AK,2282,Yakutat,0.13966480446927373
AK,2290,Yukon-Koyukuk,0.40286481647269473
AZ,4001,Apache,0.3096638491800725
AZ,4003,Cochise,1.0164304458307656
AZ,4005,Coconino,1.3501614323451716
AZ,4007,Gila,0.7274132902273607
AZ,4009,Graham,0.5090791180285343
AZ,4011,Greenlee,0.284240446362775
AZ,4012,La Paz,0.5732314255243512
AZ,4013,Maricopa,1.9109474500185784
AZ,4015,Mohave,0.8543304931671806
AZ,4017,Navajo,0.6867963152507677
AZ,4019,Pima,1.8498228456081047
AZ,4021,Pinal,1.3336520230877809
AZ,4023,Santa Cruz,0.46154854782665705
AZ,4025,Yavapai,1.6124836359974488
AZ,4027,Yuma,0.6330765254633618
AR,5001,Arkansas,0.23881640260950604
AR,5003,Ashley,0.23833483396006566
AR,5005,Baxter,0.9826489443330609
AR,5007,Benton,1.157852449137709
AR,5009,Boone,0.8240725828098996
AR,5011,Bradley,0.3260452627541235
AR,5013,Calhoun,0.30045952633439377
AR,5015,Carroll,0.998478155970454
AR,5017,Chicot,0.30933333333333335
AR,5019,Clark,0.7656130372962924
AR,5021,Clay,0.26668490153172864
AR,5023,Cleburne,0.6192069535787085
AR,5025,Cleveland,0.3867747972551466
AR,5027,Columbia,0.25228484386900235
AR,5029,Conway,0.5609903101673697
AR,5031,Craighead,0.6574335919561065
AR,5033,Crawford,0.57343933272514
AR,5035,Crittenden,0.3678034378362149
AR,5037,Cross,0.386100386100386
AR,5039,Dallas,0.1311188811188811
AR,5041,Desha,0.29360967184801384
AR,5043,Drew,0.6110244409776392
AR,5045,Faulkner,1.0960528706829766
AR,5047,Franklin,0.5046513041892138
AR,5049,Fulton,0.39488232506712995
AR,5051,Garland,1.1480174151235427
AR,5053,Grant,0.42431049544490207
AR,5055,Greene,0.3415171968698739
AR,5057,Hempstead,0.23523122159850307
AR,5059,Hot Spring,0.4792158286440371
AR,5061,Howard,0.2583979328165375
AR,5063,Independence,0.4665772139546231
AR,5065,Izard,0.42299079372978354
AR,5067,Jackson,0.19596020500452213
AR,5069,Jefferson,0.362252307897768
AR,5071,Johnson,0.5167732328983096
AR,5073,Lafayette,0.23002606962122374
AR,5075,Lawrence,0.3224806201550387
AR,5077,Lee,0.1457253886010363
AR,5079,Lincoln,0.36549707602339176
AR,5081,Little River,0.278050376185803
AR,5083,Logan,0.28974670529956076
AR,5085,Lonoke,0.7014182863146184
AR,5087,Madison,0.3880900877974297
AR,5089,Marion,0.6386575668398974
AR,5091,Miller,0.4114771754439259
AR,5093,Mississippi,0.2541927189855665
AR,5095,Monroe,0.3727222528989509
AR,5097,Montgomery,0.4717523875273272
AR,5099,Nevada,0.3496925117569034
AR,5101,Newton,0.572354211663067
AR,5103,Ouachita,0.37444526627218927
AR,5105,Perry,0.7021650087770627
AR,5107,Phillips,0.44753511429358306
AR,5109,Pike,0.38666437532222037
AR,5111,Poinsett,0.3171856978085352
AR,5113,Polk,0.4255973746282433
AR,5115,Pope,0.851150252944869
AR,5117,Prairie,0.34910783553141966
AR,5119,Pulaski,1.0644751450776606
AR,5121,Randolph,0.33247137052087183
AR,5123,St. Francis,0.35770418947482524
AR,5125,Saline,0.8466004490927113
AR,5127,Scott,0.29257465698143664
AR,5129,Searcy,0.4943764676801385
AR,5131,Sebastian,0.6229391486810552
AR,5133,Sevier,0.23920351693819492
AR,5135,Sharp,0.39047973224246935
AR,5137,Stone,0.5902258597623358
AR,5139,Union,0.31990250590296293
AR,5141,Van Buren,0.6681374093917427
AR,5143,Washington,1.1146685639748606
AR,5145,White,0.6142506142506143
AR,5147,Woodruff,0.20195743358707471
AR,5149,Yell,0.5117072414327803
CA,6001,Alameda,6.374804944524579
CA,6003,Alpine,1.2373453318335212
CA,6005,Amador,1.9043461653889173
CA,6007,Butte,2.2342804260480196
CA,6009,Calaveras,1.9943758600745896
CA,6011,Colusa,0.9597125994354632
CA,6013,Contra Costa,5.145290603514815
CA,6015,Del Norte,1.479305740987984
CA,6017,El Dorado,3.1645455148339954
CA,6019,Fresno,1.8523132918037377
CA,6021,Glenn,0.9987655706430256
CA,6023,Humboldt,2.9998074802667274
CA,6025,Imperial,0.7282293731889582
CA,6027,Inyo,1.6998761679612742
CA,6029,Kern,1.4574682845598292
CA,6031,Kings,1.3299838943306015
CA,6033,Lake,1.9705955028416111
CA,6035,Lassen,0.7205623901581724
CA,6037,Los Angeles,4.404644030298346
CA,6039,Madera,1.5464633659239706
CA,6041,Marin,8.802693036799624
CA,6043,Mariposa,1.8685193957576718
CA,6045,Mendocino,2.947334514414559
CA,6047,Merced,1.3848975848364415
CA,6049,Modoc,0.8071850841291497
CA,6051,Mono,1.4152991230355128
CA,6053,Monterey,2.6183972199441867
CA,6055,Napa,4.566767016159728
CA,6057,Nevada,3.0329403988101795
CA,6059,Orange,4.357492184886946
CA,6061,Placer,3.6672163740887442
CA,6063,Plumas,0.8510191216642151
CA,6065,Riverside,2.5902969211405598
CA,6067,Sacramento,2.9677598654566486
CA,6069,San Benito,2.5521443172120897
CA,6071,San Bernardino,2.1211029879593286
CA,6073,San Diego,3.860358736646429
CA,6075,San Francisco,9.062589948097047
CA,6077,San Joaquin,2.223886434468135
CA,6079,San Luis Obispo,3.871644495303486
CA,6081,San Mateo,6.918852038011596
CA,6083,Santa Barbara,3.47578088259834
CA,6085,Santa Clara,7.003950852056165
CA,6087,Santa Cruz,5.533710108569522
CA,6089,Shasta,1.9873951204423306
CA,6091,Sierra,1.0259917920656634
CA,6093,Siskiyou,1.3081607795371497
CA,6095,Solano,3.4916758954993554
CA,6097,Sonoma,5.183418435904327
CA,6099,Stanislaus,1.7279303058494337
CA,6101,Sutter,1.6299844640082854
CA,6103,Tehama,1.2969059788638886
CA,6105,Trinity,1.0327892532139245
CA,6107,Tulare,1.2265499686170582
CA,6109,Tuolumne,1.5479277117758599
CA,6111,Ventura,3.956091745236271
CA,6113,Yolo,4.2935657438225885
CA,6115,Yuba,1.80662596336703
CO,8001,Adams,1.2012351939725434
CO,8003,Alamosa,0.6294361858845587
CO,8005,Arapahoe,1.7881905370379783
CO,8007,Archuleta,0.9009009009009007
CO,8009,Baca,0.36481556546412647
CO,8011,Bent,0.2391200382592062
CO,8013,Boulder,3.8299546422290094
CO,8014,Broomfield,2.3938247131615307
CO,8015,Chaffee,0.9100787829394188
CO,8017,Cheyenne,0.44659471529586914
CO,8019,Clear Creek,1.0894125242091672
CO,8021,Conejos,0.37796466030426157
CO,8023,Costilla,0.2174858634188778
CO,8025,Crowley,0.336906584992343
CO,8027,Custer,0.8152677413377801
CO,8029,Delta,0.9330990985801917
CO,8031,Denver,2.1003749071679745
CO,8033,Dolores,0.5510653930933138
CO,8035,Douglas,1.9405511044250874
CO,8037,Eagle,1.3876592284759237
CO,8039,Elbert,0.9519629091108612
CO,8041,El Paso,1.3418057777643615
CO,8043,Fremont,0.6851669378308394
CO,8045,Garfield,1.436510926902788
CO,8047,Gilpin,1.513574117081765
CO,8049,Grand,0.7610946331635795
CO,8051,Gunnison,0.9414281893554428
CO,8053,Hinsdale,0.6628787878787878
CO,8055,Huerfano,0.6952643316279679
CO,8057,Jackson,0.1031459515214028
CO,8059,Jefferson,1.7584929590033056
CO,8061,Kiowa,0.3139717425431712
CO,8063,Kit Carson,0.3747724595781133
CO,8065,Lake,0.4429678848283498
CO,8067,La Plata,1.168158432588625
CO,8069,Larimer,2.185532130286087
CO,8071,Las Animas,0.6832451064877508
CO,8073,Lincoln,0.3982080637132902
CO,8075,Logan,0.5964214711729621
CO,8077,Mesa,0.9512210486529619
CO,8079,Mineral,0.6501182033096926
CO,8081,Moffat,0.21918970515449332
CO,8083,Montezuma,0.7507128162558198
CO,8085,Montrose,0.7383023747942631
CO,8087,Morgan,0.7674986521201358
CO,8089,Otero,0.4755996691480561
CO,8091,Ouray,1.3986013986013988
CO,8093,Park,0.6955466343011858
CO,8095,Phillips,0.5603287261860294
CO,8097,Pitkin,2.8409381227326147
CO,8099,Prowers,0.2650865429596133
CO,8101,Pueblo,0.8424412614396252
CO,8103,Rio Blanco,0.30025931486283614
CO,8105,Rio Grande,0.3087641516902859
CO,8107,Routt,0.7165720936999855
CO,8109,Saguache,0.9934219358303129
CO,8111,San Juan,0.5361930294906166
CO,8113,San Miguel,1.5363605326049845
CO,8115,Sedgwick,0.6099518459069022
CO,8117,Summit,1.179904365646153
CO,8119,Teller,0.8125754027393371
CO,8121,Washington,0.4328310355883296
CO,8123,Weld,1.2778037561394606
CO,8125,Yuma,0.3065999677263191
CT,9001,Fairfield,1.8001764502806585
CT,9003,Hartford,1.4703134014252166
CT,9005,Litchfield,1.2980886539243597
CT,9007,Middlesex,1.7257897545700636
CT,9009,New Haven,1.4547896150402866
CT,9011,New London,1.5334863342374292
CT,9013,Tolland,1.6144806495179842
CT,9015,Windham,1.1211741474899373
DE,10001,Kent,1.1807049951438748
DE,10003,New Castle,1.5490424755032863
DE,10005,Sussex,1.3718277066356228
DC,11001,District of Columbia,3.621185478796291
FL,12001,Alachua,2.0696830059006195
FL,12003,Baker,0.5071374906085651
FL,12005,Bay,1.097533451555699
FL,12007,Bradford,0.5568927273585351
FL,12009,Brevard,1.6297348370866986
FL,12011,Broward,1.4571136931956556
FL,12013,Calhoun,0.6171751013930523
FL,12015,Charlotte,1.5893571933129267
FL,12017,Citrus,1.5263866743037602
FL,12019,Clay,1.138703674536089
FL,12021,Collier,1.6421150467265924
FL,12023,Columbia,0.7713730807284985
FL,12027,DeSoto,0.5648197955890264
FL,12029,Dixie,0.42239459334920515
FL,12031,Duval,1.1735765831031217
FL,12033,Escambia,1.0972623899040355
FL,12035,Flagler,1.6893229510360301
FL,12037,Franklin,1.1004423346639334
FL,12039,Gadsden,0.5882937000446805
FL,12041,Gilchrist,0.6687621213134488
FL,12043,Glades,0.6342494714587738
FL,12045,Gulf,0.8595322905374012
FL,12047,Hamilton,0.4163582531458179
FL,12049,Hardee,0.33431465495733753
FL,12051,Hendry,0.5867890509752499
FL,12053,Hernando,1.2907107112581693
FL,12055,Highlands,1.2047256334525107
FL,12057,Hillsborough,1.367998131008246
FL,12059,Holmes,0.4953031596925706
FL,12061,Indian River,1.592859066599977
FL,12063,Jackson,0.6533369492862602
FL,12065,Jefferson,0.8457984180436997
FL,12067,Lafayette,0.20942408376963348
FL,12069,Lake,1.6349727387893083
FL,12071,Lee,1.5662174253827106
FL,12073,Leon,1.7128074793500956
FL,12075,Levy,0.8275249954316444
FL,12077,Liberty,0.6148981026001406
FL,12079,Madison,0.48633017875920087
FL,12081,Manatee,1.6884912673964012
FL,12083,Marion,1.2805738716562225
FL,12085,Martin,1.7066104058438039
FL,12086,Miami-Dade,1.050977206203754
FL,12087,Monroe,1.727505476812627
FL,12089,Nassau,1.2651808354464167
FL,12091,Okaloosa,1.338549782083418
FL,12093,Okeechobee,0.5102875273952437
FL,12095,Orange,1.3789444891125053
FL,12097,Osceola,1.2493678451565446
FL,12099,Palm Beach,1.836980251292613
FL,12101,Pasco,1.3477517106549364
FL,12103,Pinellas,1.5598957330148826
FL,12105,Polk,1.0939965407685408
FL,12107,Putnam,0.6604676825211365
FL,12109,St. Johns,2.0583919445428323
FL,12111,St. Lucie,1.2659819217278707
FL,12113,Santa Rosa,1.2233470333489644
FL,12115,Sarasota,2.0652918733415486
FL,12117,Seminole,1.5984833914883096
FL,12119,Sumter,2.5175432250596828
FL,12121,Suwannee,0.6769084322694943
FL,12123,Taylor,0.41963669809151527
FL,12125,Union,0.4451682953311618
FL,12127,Volusia,1.31397314143729
FL,12129,Wakulla,0.9871742138129604
FL,12131,Walton,1.5439243877391169
FL,12133,Washington,0.5572139303482587
GA,13001,Appling,0.389336148871585
GA,13003,Atkinson,0.21332664073283975
GA,13005,Bacon,0.23036649214659682
GA,13007,Baker,0.3123225440090857
GA,13009,Baldwin,0.6493681459326921
GA,13011,Banks,0.5272844849027508
GA,13013,Barrow,0.8408207053774976
GA,13015,Bartow,0.8427138450223702
GA,13017,Ben Hill,0.2751031636863824
GA,13019,Berrien,0.4982871379632513
GA,13021,Bibb,0.7743217783176098
GA,13023,Bleckley,0.5043227665706052
GA,13025,Brantley,0.3806416530723219
GA,13027,Brooks,0.4431420198699163
GA,13029,Bryan,1.1360647977699467
GA,13031,Bulloch,1.0504118091751882
GA,13033,Burke,0.35022764797118133
GA,13035,Butts,0.45662100456621
GA,13037,Calhoun,0.34445640473627565
GA,13039,Camden,1.0420740263624024
GA,13043,Candler,0.36068530207394056
GA,13045,Carroll,0.7860710451384025
GA,13047,Catoosa,0.5902532539602462
GA,13049,Charlton,0.2732862673650649
GA,13051,Chatham,1.2071475502763425
GA,13053,Chattahoochee,0.3204101249599487
GA,13055,Chattooga,0.48099839667201116
GA,13057,Cherokee,1.7427907691126219
GA,13059,Clarke,1.9865893310148517
GA,13061,Clay,0.3637566137566137
GA,13063,Clayton,0.6314870633805697
GA,13065,Clinch,0.3845537574106714
GA,13067,Cobb,1.9391239220629675
GA,13069,Coffee,0.36198102341907523
GA,13071,Colquitt,0.3367920556697456
GA,13073,Columbia,1.247524119864545
GA,13075,Cook,0.4538472280407763
GA,13077,Coweta,1.3115364437900865
GA,13079,Crawford,0.438871473354232
GA,13081,Crisp,0.33596505963379814
GA,13083,Dade,0.5164955775066176
GA,13085,Dawson,0.9657932202085499
GA,13087,Decatur,0.3253796095444686
GA,13089,DeKalb,2.198728048443279
GA,13091,Dodge,0.41513184821376375
GA,13093,Dooly,0.3540392661731574
GA,13095,Dougherty,0.49263117337039525
GA,13097,Douglas,0.9094864728817752
GA,13099,Early,0.3121224325412807
GA,13101,Echols,0.45598035776920387
GA,13103,Effingham,0.7481675591508109
GA,13105,Elbert,0.4611951400942227
GA,13107,Emanuel,0.3529019028089084
GA,13109,Evans,0.5135730007336757
GA,13111,Fannin,0.7321977313251642
GA,13113,Fayette,1.743077275154474
GA,13115,Floyd,0.7759203673164308
GA,13117,Forsyth,2.4953097719410495
GA,13119,Franklin,0.496197177370155
GA,13121,Fulton,2.4119460189557045
GA,13123,Gilmer,0.8061585224832326
GA,13125,Glascock,0.39370078740157477
GA,13127,Glynn,1.2680717172539127
GA,13129,Gordon,0.5781683626271972
GA,13131,Grady,0.43272481406355645
GA,13133,Greene,0.8717238194203903
GA,13135,Gwinnett,1.6910451598557439
GA,13137,Habersham,0.8144645074997612
GA,13139,Hall,0.9871551573648082
GA,13141,Hancock,0.25235755080355965
GA,13143,Haralson,0.4504053648283456
GA,13145,Harris,1.0608910309157165
GA,13147,Hart,0.5910522455671082
GA,13149,Heard,0.410018718245833
GA,13151,Henry,0.9042680783884951
GA,13153,Houston,0.8502730582524272
GA,13155,Irwin,0.42022895232574997
GA,13157,Jackson,0.930551146900112
GA,13159,Jasper,0.6234228885260502
GA,13161,Jeff Davis,0.3954106436766708
GA,13163,Jefferson,0.30286510388273064
GA,13165,Jenkins,0.2852098329485264
GA,13167,Johnson,0.3276301419730615
GA,13169,Jones,0.5165749962836331
GA,13171,Lamar,0.44964028776978415
GA,13173,Lanier,0.5103946221834931
GA,13175,Laurens,0.4391314954867041
GA,13177,Lee,0.66946515162481
GA,13179,Liberty,0.7004088979320329
GA,13181,Lincoln,0.5762244770136541
GA,13183,Long,0.6160506160506161
GA,13185,Lowndes,0.7468194084925924
GA,13187,Lumpkin,1.0068159014635158
GA,13189,McDuffie,0.3713722433634405
GA,13191,McIntosh,1.0207612456747404
GA,13193,Macon,0.21565003080714723
GA,13195,Madison,0.6031166460194302
GA,13197,Marion,0.25597269624573377
GA,13199,Meriwether,0.5127739710486909
GA,13201,Miller,0.24732069249793903
GA,13205,Mitchell,0.23623664749383727
GA,13207,Monroe,0.6347992351816443
GA,13209,Montgomery,0.3420440552743193
GA,13211,Morgan,0.7394626571358146
GA,13213,Murray,0.5332323202890528
GA,13215,Muscogee,0.8416991802200692
GA,13217,Newton,0.5681928553390703
GA,13219,Oconee,1.9905484748675355
GA,13221,Oglethorpe,0.7960266702952783
GA,13223,Paulding,0.9317516765727455
GA,13225,Peach,0.4409808021288728
GA,13227,Pickens,1.3754846743837206
GA,13229,Pierce,0.5108556832694763
GA,13231,Pike,0.4723991507430998
GA,13233,Polk,0.48068497609092975
GA,13235,Pulaski,0.378051414992439
GA,13237,Putnam,0.6632975363234367
GA,13239,Quitman,0.1756697408871322
GA,13241,Rabun,0.7548797584384773
GA,13243,Randolph,0.26800071466857245
GA,13245,Richmond,0.63490713343986
GA,13247,Rockdale,0.8332743863620287
GA,13249,Schley,0.343878954607978
GA,13251,Screven,0.5038126361655775
GA,13253,Seminole,0.4493877092461521
GA,13255,Spalding,0.6061629379485015
GA,13257,Stephens,0.4629098282260224
GA,13259,Stewart,0.3341687552213868
GA,13261,Sumter,0.42503238341968913
GA,13263,Talbot,0.4478827361563518
GA,13265,Taliaferro,0.4838709677419355
GA,13267,Tattnall,0.49151993086313067
GA,13269,Taylor,0.35528486232711587
GA,13271,Telfair,0.2156566745740781
GA,13273,Terrell,0.27848947309791694
GA,13275,Thomas,0.7667531968079994
GA,13277,Tift,0.5832300236673055
GA,13279,Toombs,0.4434328768198407
GA,13281,Towns,0.9140767824497256
GA,13283,Treutlen,0.32766422218754876
GA,13285,Troup,0.7041362068419886
GA,13287,Turner,0.4633016337478663
GA,13289,Twiggs,0.20252561353347628
GA,13291,Union,0.929490918990394
GA,13293,Upson,0.40727667662231865
GA,13295,Walker,0.41718225207707266
GA,13297,Walton,0.764457627673148
GA,13299,Ware,0.46554627397893467
GA,13301,Warren,0.2056555269922879
GA,13303,Washington,0.3169907016060862
GA,13305,Wayne,0.5973540513797779
GA,13307,Webster,0.3450920245398773
GA,13309,Wheeler,0.3247412218388472
GA,13311,White,0.7948735905875761
GA,13313,Whitfield,0.5858449034879784
GA,13315,Wilcox,0.25714285714285723
GA,13317,Wilkes,0.3477624233549922
GA,13319,Wilkinson,0.4012526913290272
GA,13321,Worth,0.33298185248903944
HI,15001,Hawaii,1.6705336426914155
HI,15003,Honolulu,2.7424267932112083
HI,15005,Kalawao,0.0
HI,15007,Kauai,1.6033777825285267
HI,15009,Maui,2.2018158504837517
ID,16001,Ada,1.791138362226254
ID,16003,Adams,0.449522382468627
ID,16005,Bannock,1.0987464824763364
ID,16007,Bear Lake,0.37361689897973854
ID,16009,Benewah,0.3734510269903242
ID,16011,Bingham,0.6195275070213119
ID,16013,Blaine,1.594913714804723
ID,16015,Boise,0.668399554400297
ID,16017,Bonner,0.6410768493369546
ID,16019,Bonneville,0.8929592497998705
ID,16021,Boundary,0.5236374363891142
ID,16023,Butte,0.3668602873738917
ID,16025,Camas,0.43956043956043955
ID,16027,Canyon,0.9250732967114386
ID,16029,Caribou,0.42562981709421366
ID,16031,Cassia,0.47613234037358076
ID,16033,Clark,0.42016806722689076
ID,16035,Clearwater,0.4726189253056612
ID,16037,Custer,0.22286987827875882
ID,16039,Elmore,0.7891728436036434
ID,16041,Franklin,0.41182331451345067
ID,16043,Fremont,0.3817376698732631
ID,16045,Gem,0.6701528151495151
ID,16047,Gooding,0.47877620131955395
ID,16049,Idaho,0.4450402144772118
ID,16051,Jefferson,0.5898744255057359
ID,16053,Jerome,0.6374857885333768
ID,16055,Kootenai,0.9568045151483959
ID,16057,Latah,1.3947125821512476
ID,16059,Lemhi,0.42215815485996705
ID,16061,Lewis,0.39377830281551485
ID,16063,Lincoln,0.7658833768494342
ID,16065,Madison,1.0479209397725155
ID,16067,Minidoka,0.37296232661442397
ID,16069,Nez Perce,0.7598259307867653
ID,16071,Oneida,0.5482456140350876
ID,16073,Owyhee,0.5121451565700906
ID,16075,Payette,0.9746025190997314
ID,16077,Power,0.7359800974396186
ID,16079,Shoshone,0.5547185317079851
ID,16081,Teton,0.7496630727762804
ID,16083,Twin Falls,0.9229711816976778
ID,16085,Valley,0.7215332581736189
ID,16087,Washington,0.6545197240403324
IL,17001,Adams,0.6660716646833268
IL,17003,Alexander,0.5422424348434495
IL,17005,Bond,0.6208277703604805
IL,17007,Boone,1.026320853556843
IL,17009,Brown,0.2985668789808917
IL,17011,Bureau,0.6363407258064515
IL,17013,Calhoun,0.6607427660059239
IL,17015,Carroll,0.7630650849631293
IL,17017,Cass,0.44010144711323296
IL,17019,Champaign,1.9903840097419638
IL,17021,Christian,0.4239701322533696
IL,17023,Clark,0.8459911555470101
IL,17025,Clay,0.37464188643208696
IL,17027,Clinton,0.6528955092859298
IL,17029,Coles,1.3138118683596787
IL,17031,Cook,1.880850050400434
IL,17033,Crawford,0.6947532236549576
IL,17035,Cumberland,0.9213936078318459
IL,17037,DeKalb,1.3631787765736958
IL,17039,De Witt,0.6795236862542066
IL,17041,Douglas,0.8848032174662454
IL,17043,DuPage,2.0041822245190617
IL,17045,Edgar,0.6206731916925281
IL,17047,Edwards,0.3070624360286592
IL,17049,Effingham,0.9747926849360209
IL,17051,Fayette,0.35819637589549097
IL,17053,Ford,0.6714091599392535
IL,17055,Franklin,0.6053935057787563
IL,17057,Fulton,0.6190313248514637
IL,17059,Gallatin,0.3932082216264522
IL,17061,Greene,0.4647865133133764
IL,17063,Grundy,0.8187487427077046
IL,17065,Hamilton,0.6061340768578009
IL,17067,Hancock,0.6539801661752881
IL,17069,Hardin,0.6469760900140646
IL,17071,Henderson,0.517554902783606
IL,17073,Henry,0.7039191735160764
IL,17075,Iroquois,0.6149381607130519
IL,17077,Jackson,1.349818764037448
IL,17079,Jasper,0.5089556621317411
IL,17081,Jefferson,0.7021032965708431
IL,17083,Jersey,0.9422623912311908
IL,17085,Jo Daviess,1.0297729329139558
IL,17087,Johnson,0.906515580736544
IL,17089,Kane,1.5727061505414055
IL,17091,Kankakee,0.7465535524920466
IL,17093,Kendall,1.402091746919333
IL,17095,Knox,1.0172661542321464
IL,17097,Lake,2.0978542466311487
IL,17099,LaSalle,0.7071296370805503
IL,17101,Lawrence,0.5214836577304445
IL,17103,Lee,0.8168324698852619
IL,17105,Livingston,0.4859057161827729
IL,17107,Logan,0.9051776159633103
IL,17109,McDonough,1.5259725857250588
IL,17111,McHenry,1.6421884943701983
IL,17113,McLean,1.573755300177256
IL,17115,Macon,0.8781665176118182
IL,17117,Macoupin,0.5782725907023645
IL,17119,Madison,1.1452271380684538
IL,17121,Marion,0.5620071684587813
IL,17123,Marshall,0.7679180887372015
IL,17125,Mason,0.4249184308369375
IL,17127,Massac,0.7332162224089207
IL,17129,Menard,0.8932921877537763
IL,17131,Mercer,0.6547333012974531
IL,17133,Monroe,0.8605658360987682
IL,17135,Montgomery,0.6302919846603638
IL,17137,Morgan,0.7375558127997354
IL,17139,Moultrie,0.8459114280975288
IL,17141,Ogle,0.849759983658462
IL,17143,Peoria,1.1532619498565453
IL,17145,Perry,0.5122779664792027
IL,17147,Piatt,1.2211495428681032
IL,17149,Pike,0.38223864432694143
IL,17151,Pope,0.6816990036706869
IL,17153,Pulaski,0.4765266501941405
IL,17155,Putnam,0.46153846153846156
IL,17157,Randolph,0.4267869535045107
IL,17159,Richland,0.42606187729417927
IL,17161,Rock Island,1.0724486101613098
IL,17163,St. Clair,0.868811841103788
IL,17165,Saline,0.6927126627874759
IL,17167,Sangamon,1.205902378824631
IL,17169,Schuyler,0.5955107650022904
IL,17171,Scott,0.35231943628890194
IL,17173,Shelby,0.6100733033814141
IL,17175,Stark,0.4973417938604013
IL,17177,Stephenson,0.9492515516611902
IL,17179,Tazewell,1.0410517414681624
IL,17181,Union,0.8795230505873325
IL,17183,Vermilion,0.6935760607206213
IL,17185,Wabash,0.4634007944013619
IL,17187,Warren,0.7695423248278656
IL,17189,Washington,0.5973250227243214
IL,17191,Wayne,0.39349072962518333
IL,17193,White,0.48093438680865674
IL,17195,Whiteside,0.8085739349326824
IL,17197,Will,1.2973218245006133
IL,17199,Williamson,0.9391588403429971
IL,17201,Winnebago,1.0484125890563072
